Data,Sistema,Projeto,Code Smells,Bugs,Vulnerabilidades,Cobertura,Qtde Linhas,Qtde Testes,Quality Gate
08/01/2021,Comuns,comuns-streaming,4,0,0,0.0,1415,0,OK
08/01/2021,Comuns,comuns_authorization-server,9,0,0,0.0,1278,0,OK
08/01/2021,Comuns,comuns_sso-client-http,6,0,0,0.0,34,3,OK
08/01/2021,Comuns,comuns_sso-private,5,0,2,0.0,323,0,OK
08/01/2021,Connect Cont,connect-dto,3,0,0,0.0,1470,71,OK
08/01/2021,Connect Cont,connectbatch-api,63,0,0,0.0,4563,0,OK
08/01/2021,Connect Cont,connectcont-bus,33,0,0,0.0,2195,0,OK
08/01/2021,Connect Cont,connectcont-connectcont-api,1283,197,2,0.0,73759,251,ERROR
08/01/2021,Connect Cont,connectcont-connectcontia,277,97,0,0.0,15179,0,OK
08/01/2021,Connect Cont,connectcont-gestorempresas-api,1108,198,5,0.0,59245,881,ERROR
08/01/2021,Connect Cont,connectcont-painel-controle,118,66,0,0.0,271170,0,OK
08/01/2021,Connect Cont,connectcont-windup-clienthttp,102,5,0,0.0,6921,26,OK
08/01/2021,Contador Online,api-contabil-web,14,4,0,11.6,6244,38,OK
08/01/2021,Contador Online,api-contador-online,765,387,2,0.0,87562,1,ERROR
08/01/2021,Contador Online,api-folha-web,181,27,0,0.0,32299,0,OK
08/01/2021,Contador Online,contador-dto,7,0,0,0.0,5892,450,OK
08/01/2021,Contador Online,contador-online-comuns-assembler,82,1,0,89.9,19854,1620,OK
08/01/2021,Contador Online,contadoronline-angular,1923,49,0,0.0,226199,0,OK
08/01/2021,Delivery,delivery-delivery-api,30,0,0,0.0,1718,0,OK
08/01/2021,Delivery,delivery-delivery-client-http,27,2,0,0.0,1035,0,OK
08/01/2021,Delivery,delivery-delivery-client-http-resttemplate,35,0,0,0.0,1868,20,OK
08/01/2021,Delivery,delivery-ifood-client-http,34,0,0,52.2,688,33,OK
08/01/2021,Design System,designsystem-ng-contmatic,7,27,0,0.0,9102,0,ERROR
08/01/2021,Documento,documento-documento-api,15,6,0,2.9,3446,8,OK
08/01/2021,Documento,documento-documento-canonical-schema,8,0,0,0.0,233,0,OK
08/01/2021,Documento,documento-documento-client-http,1,0,0,0.0,16,0,OK
08/01/2021,Extrato Inteligente,api-extrato-inteligente,10,0,2,22.4,5734,55,OK
08/01/2021,Extrato Inteligente,robo-extrato-inteligente,19,3,2,0.0,2596,0,OK
08/01/2021,Gestao,gestao_crm-web,369,25,0,14.8,12890,154,OK
08/01/2021,Gestao,gestao_gestao-migracoes,2,0,0,0.0,35179,0,OK
08/01/2021,Gestao,gestao_gestao-reports,429,10,2,0.0,7483,0,OK
08/01/2021,Gestao,gestao_gestao-web,24741,2707,223,0.0,1196983,4,OK
08/01/2021,Gestao,gestao_loja-comuns,3929,162,9,0.0,97564,289,OK
08/01/2021,Gestao,gestao_loja-ecommerce,476,7,0,0.0,19202,2,OK
08/01/2021,Gestao,gestao_loja-estoque,1843,76,2,0.0,56186,16,OK
08/01/2021,Gestao,gestao_loja-faturamento,2365,134,9,0.0,78553,71,ERROR
08/01/2021,Gestao,gestao_loja-faturamentoproduto,3358,169,13,0.0,85110,4,ERROR
08/01/2021,Gestao,gestao_loja-financeiro,2341,86,194,0.0,126108,3,OK
08/01/2021,Gestao,gestao_loja-framework,4427,114,352,0.0,341919,8,OK
08/01/2021,Gestao,gestao_public-api,2804,40,15,0.0,147450,0,ERROR
08/01/2021,Gestao,gestao_tools,568,38,8,0.0,15486,0,OK
08/01/2021,GestaoSST,gestaosst-apigestaosst,7,0,0,0.0,19457,0,OK
08/01/2021,GestaoSST,gestaosst-canonical-schema,1,0,0,0.0,3156,4,OK
08/01/2021,GestaoSST,gestaosst-frontend,53,0,0,0.0,59264,0,OK
08/01/2021,GestaoSST,gestaosst-gestaosst-client-http,5,0,0,0.0,433,0,OK
08/01/2021,GestaoSST,gestaosst-parceiro-api,16,1,0,0.0,2650,12,ERROR
08/01/2021,GestaoSST,gestaosst-parceiro-client-http,4,0,0,0.0,52,0,OK
08/01/2021,Marktplace,marketplace-marketplace-api,84,6,5,0.0,2926,0,OK
08/01/2021,Marktplace,marketplace-marketplace-client-http,9,0,0,44.2,862,43,OK
08/01/2021,Marktplace,marketplace-mercadolivre-client-http,19,0,0,10.0,994,46,OK
08/01/2021,NFCE,nfce-ebar,67,8,0,0.0,34412,0,OK
08/01/2021,NFCE,nfce-nfce.framework,3435,1,13,0.0,128812,1226,OK
08/01/2021,NFCE,nfce-nfce.ui,2807,98,52,0.9,204694,204,OK
08/01/2021,NFSE,nfse-blade,225,40,0,0.0,6942,234,OK
08/01/2021,NFSE,nfse-dto,1,0,0,0.0,1927,0,OK
08/01/2021,Notify,notify-api,1343,403,0,19.6,23345,137,OK
08/01/2021,Notify,notify-batch,9,1,0,8.2,3751,271,ERROR
08/01/2021,PHP,php_academico,4129,282,0,0.0,129140,0,OK
08/01/2021,PHP,php_areacliente,1681,806,2,0.0,57117,0,ERROR
08/01/2021,PHP,php_autoatendimento,359,89,1,0.0,12022,0,OK
08/01/2021,PHP,php_intranet,3010,551,1,0.0,121431,0,OK
08/01/2021,PHP,php_lojacontmatic,1842,388,2,0.0,106775,0,ERROR
08/01/2021,Payment,payment-payment-api,33,0,0,0.0,2772,0,OK
08/01/2021,Ponto Eletrônico,pontoeletronico-comuns-core-backend,44,0,0,0.0,802,0,OK
08/01/2021,Ponto Eletrônico,pontoeletronico-integracao-relogio,259,0,5,0.0,11018,0,OK
08/01/2021,Ponto Eletrônico,pontoeletronico-ponto-comuns-backend,1885,0,0,0.0,177080,0,OK
08/01/2021,Sefaz,sefaz-api-sefaz,94,0,5,0.0,14460,0,ERROR
08/01/2021,Sefaz,sefaz-canonical-schema,123,0,0,0.0,10241,0,OK
08/01/2021,Sefaz,sefaz-nfe-client-http,391,0,0,0.0,128856,0,OK
08/01/2021,Sefaz,sefaz-nfse-client-http,475,0,0,0.0,48552,0,OK
08/01/2021,Serpro,serpro-canonical-schema,9,0,0,0.0,16766,0,OK
08/01/2021,Serpro,serpro-serpro-client-http,34,0,0,0.0,57,31,OK
08/01/2021,Simplifique,simplifique-financeiro-canonical-schema,2,0,0,0.0,12,0,OK
08/01/2021,Simplifique,simplifique-frontend,10,54,0,0.0,10771,0,ERROR
08/01/2021,Transportes,transportes_antigo,15177,2445,127,0.0,561608,0,OK
08/01/2021,Transportes,transportes_transportes-tms,15,0,0,0.0,1074,0,OK
08/01/2021,Transportes,transportes_transportes-view,1,0,0,0.0,202,0,OK
11/01/2021,Arquitetura,arquitetura-api-lang,170,4,0,0.0,1866,0,OK
11/01/2021,Arquitetura,arquitetura-api-lang-mongodb,15,0,0,0.0,464,0,OK
11/01/2021,Arquitetura,arquitetura-api-lang-mysql,15,0,0,0.0,335,0,OK
11/01/2021,Arquitetura,arquitetura-api-lang-postgresql,15,0,0,0.0,335,0,OK
11/01/2021,Arquitetura,arquitetura-canonical-lang,25,0,0,0.0,592,0,OK
11/01/2021,Arquitetura,arquitetura-entity-lang,4,0,0,0.0,263,0,OK
11/01/2021,Arquitetura,arquitetura_canonical-schema-lang,3,0,0,0.0,245,0,OK
11/01/2021,Arquitetura,arquitetura_connectcont-client-http,2,0,0,0.0,433,9,OK
11/01/2021,Arquitetura,arquitetura_exception-lang,13,0,0,0.0,817,0,OK
11/01/2021,Arquitetura,arquitetura_oauth2-lang,10,3,0,0.0,1091,0,ERROR
11/01/2021,Arquitetura,arquitetura_oauth2-mongodb,34,5,0,0.0,3323,0,OK
11/01/2021,Arquitetura,arquitetura_oauth2-redis,19,9,0,0.0,1834,0,OK
11/01/2021,Arquitetura,arquitetura_oauth2-token-connectcont,3,1,0,0.0,210,0,OK
11/01/2021,Arquivos,api-arquivos,2345,402,0,10.5,86323,573,OK
11/01/2021,Busca XML,buscaxml-api,74,2,0,0.0,4655,22,OK
11/01/2021,Busca XML,buscaxml-batch,229,3,0,0.0,2831,0,OK
11/01/2021,Busca XML,buscaxml-migra-api,209,9,1,0.0,6899,0,OK
11/01/2021,Busca XML,buscaxml-sso,126,3,0,50.8,10414,534,OK
11/01/2021,CND,cnd-backend,1332,12,4,0.0,39926,0,OK
11/01/2021,CND,cnd-frontend,1583,14,3,0.0,42165,0,OK
11/01/2021,Comuns,api-comuns-sso,130,1,0,50.8,10363,438,OK
11/01/2021,Comuns,comuns-consulta-api,105,3,0,19.0,2417,7,ERROR
11/01/2021,Comuns,comuns-consulta-canonical-schema,8,0,0,0.0,238,0,OK
11/01/2021,Comuns,comuns-reports-api,36,0,0,0.0,3647,0,OK
11/01/2021,Comuns,comuns-reports-client,9,0,0,0.0,219,0,OK
11/01/2021,Comuns,comuns-reports-feigh-client,2,0,0,0.0,150,0,OK
11/01/2021,Comuns,comuns-streaming,4,0,0,0.0,1415,0,OK
11/01/2021,Comuns,comuns_authorization-server,9,0,0,0.0,1278,0,OK
11/01/2021,Comuns,comuns_sso-client-http,6,0,0,0.0,34,3,OK
11/01/2021,Comuns,comuns_sso-private,5,0,2,0.0,323,0,OK
11/01/2021,Connect Cont,connect-dto,3,0,0,0.0,1470,71,OK
11/01/2021,Connect Cont,connectbatch-api,63,0,0,0.0,4563,0,OK
11/01/2021,Connect Cont,connectcont-bus,33,0,0,0.0,2195,0,OK
11/01/2021,Connect Cont,connectcont-connectcont-api,1283,197,2,0.0,73759,251,ERROR
11/01/2021,Connect Cont,connectcont-connectcontia,277,97,0,0.0,15179,0,OK
11/01/2021,Connect Cont,connectcont-gestorempresas-api,1108,198,5,0.0,59245,881,ERROR
11/01/2021,Connect Cont,connectcont-painel-controle,118,66,0,0.0,271170,0,OK
11/01/2021,Connect Cont,connectcont-windup-clienthttp,102,5,0,0.0,6921,26,OK
11/01/2021,Contador Online,api-contabil-web,14,4,0,11.6,6244,38,OK
11/01/2021,Contador Online,api-contador-online,765,386,2,0.0,87603,1,ERROR
11/01/2021,Contador Online,api-folha-web,181,27,0,0.0,32299,0,OK
11/01/2021,Contador Online,contador-dto,7,0,0,0.0,5892,450,OK
11/01/2021,Contador Online,contador-online-comuns-assembler,82,1,0,89.9,19854,1620,OK
11/01/2021,Contador Online,contadoronline-angular,1923,49,0,0.0,226199,0,OK
11/01/2021,Delivery,delivery-delivery-api,30,0,0,0.0,1718,0,OK
11/01/2021,Delivery,delivery-delivery-client-http,27,2,0,0.0,1035,0,OK
11/01/2021,Delivery,delivery-delivery-client-http-resttemplate,35,0,0,0.0,1868,20,OK
11/01/2021,Delivery,delivery-ifood-client-http,34,0,0,52.2,688,33,OK
11/01/2021,Design System,designsystem-ng-contmatic,7,27,0,0.0,9102,0,ERROR
11/01/2021,Documento,documento-documento-api,15,6,0,2.9,3446,8,OK
11/01/2021,Documento,documento-documento-canonical-schema,8,0,0,0.0,233,0,OK
11/01/2021,Documento,documento-documento-client-http,1,0,0,0.0,16,0,OK
11/01/2021,Extrato Inteligente,api-extrato-inteligente,10,0,2,22.4,5734,55,OK
11/01/2021,Extrato Inteligente,robo-extrato-inteligente,19,3,2,0.0,2596,0,OK
11/01/2021,Gestao,gestao_crm-web,369,25,0,14.8,12890,154,OK
11/01/2021,Gestao,gestao_gestao-migracoes,2,0,0,0.0,35179,0,OK
11/01/2021,Gestao,gestao_gestao-reports,429,10,2,0.0,7483,0,OK
11/01/2021,Gestao,gestao_gestao-web,24741,2707,223,0.0,1196983,4,OK
11/01/2021,Gestao,gestao_loja-comuns,3929,162,9,0.0,97564,289,OK
11/01/2021,Gestao,gestao_loja-ecommerce,476,7,0,0.0,19202,2,OK
11/01/2021,Gestao,gestao_loja-estoque,1843,76,2,0.0,56186,16,OK
11/01/2021,Gestao,gestao_loja-faturamento,2365,134,9,0.0,78553,71,ERROR
11/01/2021,Gestao,gestao_loja-faturamentoproduto,3358,169,13,0.0,85110,4,ERROR
11/01/2021,Gestao,gestao_loja-financeiro,2341,86,194,0.0,126108,3,OK
11/01/2021,Gestao,gestao_loja-framework,4427,114,352,0.0,341919,8,OK
11/01/2021,Gestao,gestao_public-api,2804,40,15,0.0,147450,0,ERROR
11/01/2021,Gestao,gestao_tools,568,38,8,0.0,15486,0,OK
11/01/2021,GestaoSST,gestaosst-apigestaosst,9,0,0,0.0,19627,0,OK
11/01/2021,GestaoSST,gestaosst-canonical-schema,1,0,0,0.0,3183,4,OK
11/01/2021,GestaoSST,gestaosst-frontend,59,0,0,0.0,59348,0,OK
11/01/2021,GestaoSST,gestaosst-gestaosst-client-http,5,0,0,0.0,433,0,OK
11/01/2021,GestaoSST,gestaosst-parceiro-api,16,1,0,0.0,2650,12,ERROR
11/01/2021,GestaoSST,gestaosst-parceiro-client-http,4,0,0,0.0,52,0,OK
11/01/2021,Marktplace,marketplace-marketplace-api,84,6,5,0.0,2926,0,OK
11/01/2021,Marktplace,marketplace-marketplace-client-http,9,0,0,49.4,862,55,OK
11/01/2021,Marktplace,marketplace-mercadolivre-client-http,19,0,0,10.0,994,46,OK
11/01/2021,NFCE,nfce-ebar,67,8,0,0.0,34412,0,OK
11/01/2021,NFCE,nfce-nfce.framework,3435,1,13,0.0,128812,1226,OK
11/01/2021,NFCE,nfce-nfce.ui,2807,98,52,0.9,204694,204,OK
11/01/2021,NFSE,nfse-blade,225,40,0,0.0,6942,234,OK
11/01/2021,NFSE,nfse-dto,1,0,0,0.0,1927,0,OK
11/01/2021,Notify,notify-api,1343,403,0,19.6,23345,137,OK
11/01/2021,Notify,notify-batch,9,1,0,8.2,3751,271,ERROR
11/01/2021,PHP,php_academico,4129,282,0,0.0,129140,0,OK
11/01/2021,PHP,php_areacliente,1681,806,2,0.0,57117,0,ERROR
11/01/2021,PHP,php_autoatendimento,359,89,1,0.0,12022,0,OK
11/01/2021,PHP,php_intranet,3010,551,1,0.0,121431,0,OK
11/01/2021,PHP,php_lojacontmatic,1848,388,2,0.0,106775,0,ERROR
11/01/2021,Payment,payment-payment-api,33,0,0,0.0,2772,0,OK
11/01/2021,Ponto Eletrônico,pontoeletronico-comuns-core-backend,44,0,0,0.0,802,0,OK
11/01/2021,Ponto Eletrônico,pontoeletronico-integracao-relogio,259,0,5,0.0,11018,0,OK
11/01/2021,Ponto Eletrônico,pontoeletronico-ponto-comuns-backend,1885,0,0,0.0,177080,0,OK
11/01/2021,Sefaz,sefaz-api-sefaz,98,0,5,0.0,14587,0,ERROR
11/01/2021,Sefaz,sefaz-canonical-schema,123,0,0,0.0,10240,0,OK
11/01/2021,Sefaz,sefaz-nfe-client-http,391,0,0,0.0,128856,0,OK
11/01/2021,Sefaz,sefaz-nfse-client-http,475,0,0,0.0,48552,0,OK
11/01/2021,Serpro,serpro-canonical-schema,9,0,0,0.0,16766,0,OK
11/01/2021,Serpro,serpro-serpro-client-http,34,0,0,0.0,57,31,OK
11/01/2021,Simplifique,simplifique-financeiro-canonical-schema,2,0,0,0.0,12,0,OK
11/01/2021,Simplifique,simplifique-frontend,11,54,0,0.0,11024,0,ERROR
11/01/2021,Transportes,transportes_antigo,15177,2445,127,0.0,561608,0,OK
11/01/2021,Transportes,transportes_transportes-tms,15,0,0,0.0,1074,0,OK
11/01/2021,Transportes,transportes_transportes-view,1,0,0,0.0,202,0,OK
12/01/2021,Arquitetura,arquitetura-api-lang,170,4,0,0.0,1866,0,OK
12/01/2021,Arquitetura,arquitetura-api-lang-mongodb,15,0,0,0.0,464,0,OK
12/01/2021,Arquitetura,arquitetura-api-lang-mysql,15,0,0,0.0,335,0,OK
12/01/2021,Arquitetura,arquitetura-api-lang-postgresql,15,0,0,0.0,335,0,OK
12/01/2021,Arquitetura,arquitetura-canonical-lang,25,0,0,0.0,592,0,OK
12/01/2021,Arquitetura,arquitetura-entity-lang,4,0,0,0.0,263,0,OK
12/01/2021,Arquitetura,arquitetura_canonical-schema-lang,3,0,0,0.0,245,0,OK
12/01/2021,Arquitetura,arquitetura_connectcont-client-http,2,0,0,0.0,433,9,OK
12/01/2021,Arquitetura,arquitetura_exception-lang,13,0,0,0.0,817,0,OK
12/01/2021,Arquitetura,arquitetura_oauth2-lang,10,3,0,0.0,1091,0,ERROR
12/01/2021,Arquitetura,arquitetura_oauth2-mongodb,34,5,0,0.0,3323,0,OK
12/01/2021,Arquitetura,arquitetura_oauth2-redis,19,9,0,0.0,1834,0,OK
12/01/2021,Arquitetura,arquitetura_oauth2-token-connectcont,3,1,0,0.0,210,0,OK
12/01/2021,Arquivos,api-arquivos,2345,402,0,10.5,86323,573,OK
12/01/2021,Busca XML,buscaxml-api,74,2,0,0.0,4655,22,OK
12/01/2021,Busca XML,buscaxml-batch,229,3,0,0.0,2831,0,OK
12/01/2021,Busca XML,buscaxml-migra-api,209,9,1,0.0,6899,0,OK
12/01/2021,Busca XML,buscaxml-sso,126,3,0,50.8,10414,534,OK
12/01/2021,CND,cnd-backend,1332,12,4,0.0,39926,0,OK
12/01/2021,CND,cnd-frontend,1583,14,3,0.0,42165,0,OK
12/01/2021,Comuns,api-comuns-sso,130,1,0,50.8,10365,438,OK
12/01/2021,Comuns,comuns-consulta-api,105,3,0,19.0,2417,7,ERROR
12/01/2021,Comuns,comuns-consulta-canonical-schema,8,0,0,0.0,238,0,OK
12/01/2021,Comuns,comuns-reports-api,36,0,0,0.0,3647,0,OK
12/01/2021,Comuns,comuns-reports-client,9,0,0,0.0,219,0,OK
12/01/2021,Comuns,comuns-reports-feigh-client,2,0,0,0.0,150,0,OK
12/01/2021,Comuns,comuns-streaming,4,0,0,0.0,1415,0,OK
12/01/2021,Comuns,comuns_authorization-server,9,0,0,0.0,1278,0,OK
12/01/2021,Comuns,comuns_sso-client-http,6,0,0,0.0,34,3,OK
12/01/2021,Comuns,comuns_sso-private,5,0,2,0.0,323,0,OK
12/01/2021,Connect Cont,connect-dto,3,0,0,0.0,1470,71,OK
12/01/2021,Connect Cont,connectbatch-api,63,0,0,0.0,4563,0,OK
12/01/2021,Connect Cont,connectcont-bus,33,0,0,0.0,2195,0,OK
12/01/2021,Connect Cont,connectcont-connectcont-api,1283,197,2,0.0,73759,251,ERROR
12/01/2021,Connect Cont,connectcont-connectcontia,277,97,0,0.0,15179,0,OK
12/01/2021,Connect Cont,connectcont-gestorempresas-api,1108,198,5,0.0,59245,881,ERROR
12/01/2021,Connect Cont,connectcont-painel-controle,118,66,0,0.0,271178,0,OK
12/01/2021,Connect Cont,connectcont-windup-clienthttp,102,5,0,0.0,6921,26,OK
12/01/2021,Contador Online,api-contabil-web,14,4,0,11.6,6244,38,OK
12/01/2021,Contador Online,api-contador-online,765,386,2,0.0,87620,1,ERROR
12/01/2021,Contador Online,api-folha-web,181,27,0,0.0,32299,0,OK
12/01/2021,Contador Online,contador-dto,7,0,0,0.0,5892,450,OK
12/01/2021,Contador Online,contador-online-comuns-assembler,82,1,0,89.9,19854,1620,OK
12/01/2021,Contador Online,contadoronline-angular,1917,49,0,0.0,226209,0,OK
12/01/2021,Delivery,delivery-delivery-api,30,0,0,0.0,1718,0,OK
12/01/2021,Delivery,delivery-delivery-client-http,27,2,0,0.0,1035,0,OK
12/01/2021,Delivery,delivery-delivery-client-http-resttemplate,35,0,0,0.0,1868,20,OK
12/01/2021,Delivery,delivery-ifood-client-http,34,0,0,52.2,688,33,OK
12/01/2021,Design System,designsystem-ng-contmatic,7,27,0,0.0,9332,0,ERROR
12/01/2021,Documento,documento-documento-api,15,2,0,2.9,3441,8,OK
12/01/2021,Documento,documento-documento-canonical-schema,8,0,0,0.0,233,0,OK
12/01/2021,Documento,documento-documento-client-http,1,0,0,0.0,16,0,OK
12/01/2021,Extrato Inteligente,api-extrato-inteligente,10,0,2,22.4,5734,55,OK
12/01/2021,Extrato Inteligente,robo-extrato-inteligente,19,3,2,0.0,2596,0,OK
12/01/2021,Gestao,gestao_crm-web,369,25,0,14.8,12890,154,OK
12/01/2021,Gestao,gestao_gestao-migracoes,2,0,0,0.0,35179,0,OK
12/01/2021,Gestao,gestao_gestao-reports,429,10,2,0.0,7483,0,OK
12/01/2021,Gestao,gestao_gestao-web,24744,2707,223,0.0,1197041,4,OK
12/01/2021,Gestao,gestao_loja-comuns,3929,162,9,0.0,97564,289,OK
12/01/2021,Gestao,gestao_loja-ecommerce,476,7,0,0.0,19202,2,OK
12/01/2021,Gestao,gestao_loja-estoque,1843,76,2,0.0,56186,16,OK
12/01/2021,Gestao,gestao_loja-faturamento,2365,134,9,0.0,78553,71,ERROR
12/01/2021,Gestao,gestao_loja-faturamentoproduto,3358,169,13,0.0,85120,4,ERROR
12/01/2021,Gestao,gestao_loja-financeiro,2341,86,194,0.0,126108,3,OK
12/01/2021,Gestao,gestao_loja-framework,4427,114,352,0.0,341970,8,OK
12/01/2021,Gestao,gestao_public-api,2804,40,15,0.0,147450,0,ERROR
12/01/2021,Gestao,gestao_tools,568,38,8,0.0,15486,0,OK
12/01/2021,GestaoSST,gestaosst-apigestaosst,6,0,0,0.0,19655,0,OK
12/01/2021,GestaoSST,gestaosst-canonical-schema,1,0,0,0.0,3183,4,OK
12/01/2021,GestaoSST,gestaosst-frontend,54,0,0,0.0,59380,0,OK
12/01/2021,GestaoSST,gestaosst-parceiro-api,16,1,0,0.0,2650,12,ERROR
12/01/2021,GestaoSST,gestaosst-parceiro-client-http,4,0,0,0.0,52,0,OK
12/01/2021,Marktplace,marketplace-marketplace-api,84,6,5,0.0,2926,0,OK
12/01/2021,Marktplace,marketplace-marketplace-client-http,9,0,0,49.4,862,55,OK
12/01/2021,Marktplace,marketplace-mercadolivre-client-http,19,0,0,43.3,994,46,OK
12/01/2021,NFCE,nfce-ebar,67,8,0,0.0,34412,0,OK
12/01/2021,NFCE,nfce-nfce.framework,3435,1,13,0.0,128812,1226,OK
12/01/2021,NFCE,nfce-nfce.ui,2807,26,52,0.9,204694,204,OK
12/01/2021,NFSE,nfse-blade,225,40,0,0.0,6942,234,OK
12/01/2021,NFSE,nfse-dto,1,0,0,0.0,1927,0,OK
12/01/2021,Notify,notify-api,1343,403,0,19.6,23345,137,OK
12/01/2021,Notify,notify-batch,8,1,0,8.9,3764,271,OK
12/01/2021,PHP,php_academico,4129,282,0,0.0,129140,0,OK
12/01/2021,PHP,php_areacliente,1681,808,2,0.0,57198,0,ERROR
12/01/2021,PHP,php_autoatendimento,359,89,1,0.0,12022,0,OK
12/01/2021,PHP,php_intranet,3010,551,1,0.0,121431,0,OK
12/01/2021,PHP,php_lojacontmatic,1843,389,2,0.0,106852,0,ERROR
12/01/2021,Payment,payment-payment-api,33,0,0,0.0,2772,0,OK
12/01/2021,Ponto Eletrônico,pontoeletronico-comuns-core-backend,44,0,0,0.0,802,0,OK
12/01/2021,Ponto Eletrônico,pontoeletronico-integracao-relogio,259,0,5,0.0,11018,0,OK
12/01/2021,Ponto Eletrônico,pontoeletronico-ponto-comuns-backend,1885,0,0,0.0,177080,0,OK
12/01/2021,Sefaz,sefaz-api-sefaz,97,0,5,0.0,14690,0,ERROR
12/01/2021,Sefaz,sefaz-canonical-schema,123,0,0,0.0,10240,0,OK
12/01/2021,Sefaz,sefaz-nfe-client-http,391,0,0,0.0,128856,0,OK
12/01/2021,Sefaz,sefaz-nfse-client-http,475,0,0,0.0,48552,0,OK
12/01/2021,Serpro,serpro-canonical-schema,9,0,0,0.0,16766,0,OK
12/01/2021,Serpro,serpro-serpro-client-http,34,0,0,0.0,57,31,OK
12/01/2021,Simplifique,simplifique-financeiro-canonical-schema,2,0,0,0.0,12,0,OK
12/01/2021,Simplifique,simplifique-frontend,11,54,0,0.0,10919,0,ERROR
12/01/2021,Transportes,transportes_antigo,15177,2445,127,0.0,561608,0,OK
12/01/2021,Transportes,transportes_transportes-tms,15,0,0,0.0,1074,0,OK
12/01/2021,Transportes,transportes_transportes-view,1,0,0,0.0,202,0,OK
13/01/2021,Arquitetura,arquitetura-api-lang,170,4,0,0.0,1866,0,OK
13/01/2021,Arquitetura,arquitetura-api-lang-mongodb,15,0,0,0.0,464,0,OK
13/01/2021,Arquitetura,arquitetura-api-lang-mysql,15,0,0,0.0,335,0,OK
13/01/2021,Arquitetura,arquitetura-api-lang-postgresql,15,0,0,0.0,335,0,OK
13/01/2021,Arquitetura,arquitetura-canonical-lang,25,0,0,0.0,592,0,OK
13/01/2021,Arquitetura,arquitetura-entity-lang,4,0,0,0.0,263,0,OK
13/01/2021,Arquitetura,arquitetura_canonical-schema-lang,3,0,0,0.0,245,0,OK
13/01/2021,Arquitetura,arquitetura_connectcont-client-http,2,0,0,0.0,433,9,OK
13/01/2021,Arquitetura,arquitetura_exception-lang,13,0,0,0.0,817,0,OK
13/01/2021,Arquitetura,arquitetura_oauth2-lang,10,3,0,0.0,1091,0,ERROR
13/01/2021,Arquitetura,arquitetura_oauth2-mongodb,34,5,0,0.0,3323,0,OK
13/01/2021,Arquitetura,arquitetura_oauth2-redis,19,9,0,0.0,1834,0,OK
13/01/2021,Arquitetura,arquitetura_oauth2-token-connectcont,3,1,0,0.0,210,0,OK
13/01/2021,Arquivos,api-arquivos,2345,402,0,10.5,86323,573,OK
13/01/2021,Busca XML,buscaxml-api,74,2,0,0.0,4655,22,OK
13/01/2021,Busca XML,buscaxml-batch,229,3,0,0.0,2831,0,OK
13/01/2021,Busca XML,buscaxml-migra-api,209,9,1,0.0,6899,0,OK
13/01/2021,Busca XML,buscaxml-sso,126,3,0,50.8,10414,534,OK
13/01/2021,CND,cnd-backend,1302,12,4,0.0,39973,0,OK
